time,open,high,low,close,volume,atr_norm,norm_return,norm_high_low,norm_body,atr,rsi,ema50,macd,adx,swing_high,swing_low,last_swing_high,last_swing_low,prev_swing_high,structure,bos_bullish,bos_bearish,trend,ob_bullish,ob_bearish,ob_bottom,ob_top,ob_strength,ob_mitigated,active_ob_bull_top,active_ob_bull_bot,active_ob_bear_top,active_ob_bear_bot,inside_ob_bull,inside_ob_bear,fvg_bullish,fvg_bearish,fvg_bull_top,fvg_bull_bot,fvg_bear_top,fvg_bear_bot,active_fvg_bull_top,active_fvg_bull_bot,active_fvg_bear_top,active_fvg_bear_bot,inside_fvg_bull,inside_fvg_bear,sweep_liquidity_high,sweep_liquidity_low,fvg_density,ob_density,range_position,in_premium,in_discount,in_ote_bull,in_ote_bear,is_in_premium,is_in_discount,P_traditional,R1_traditional,S1_traditional,R2_traditional,S2_traditional,P_fibonacci,R1_fibonacci,S1_fibonacci,R2_fibonacci,S2_fibonacci,confluence_score,gold_ema_50,gold_ema_200,gold_trend,dxy_open,dxy_high,dxy_low,dxy_close,dxy_volume,dxy_rsi,dxy_ema_50,dxy_trend,gold_dxy_corr,inverse_confluence,csm_GBP,csm_USD,csm_base,csm_quote,csm_diff,news_impact_GBP,news_impact_USD,news_impact_net,news_sentiment,news_impact_score,news_impact_base,news_impact_quote,day_of_week,month,hour,is_london_session,is_new_york_session,is_tokyo_session,london_open,new_york_open,london_close,dxy_corr_30d
2005-12-22,1.7444090843200684,1.7455966472625732,1.7343045473098757,1.7377101182937622,0,0.01474700655256002,-0.2721965224917097,0.7657214982885642,-0.4542593781612743,0.01474700655256002,51.71373962005863,1.7528144624949562,0.003248720315807363,37.76907035010972,1.7806901931762695,1.7059897184371948,1.7806901931762695,1.7059897184371948,1.7806901931762695,0,0,0,-1.0,0,0,1.7381027936935425,1.7437094449996948,0.0,0,1.7966868877410889,1.7825946807861328,1.7437094449996948,1.7381027936935425,0,1,0,1,1.7659108638763428,1.756604790687561,1.7530940771102903,1.7455966472625732,1.7659108638763428,1.756604790687561,1.7530940771102903,1.7455966472625732,0,1,0,0,10.0,1.0,0.42463451493936644,0,1,0,0,0,1,1.7476009130477905,1.7563132047653198,1.7360012531280518,1.7679128646850586,1.7272889614105225,1.7476009130477905,1.7553600785732268,1.7398417475223542,1.7601536991596223,1.7350481269359588,50.0,1.7528144624949562,1.7913549150979273,-1,423.3633395238503,424.210066202898,422.5166128448026,423.3633395238503,10000.0,50.58971410223726,434.9970236556661,-1,-0.5272687580292788,0,10.0,10.0,10.0,10.0,0.0,7.853686218586737e-73,-2.815159143871026e-300,9.817107773233421e-73,9.817107773233421e-73,3.707830341218621e-73,7.853686218586737e-73,-2.815159143871026e-300,3,12,0,0,0,1,0,0,0,0.0
2005-12-23,1.7380120754241943,1.7401896715164185,1.7312120199203491,1.7334026098251345,0,0.01426834719521662,-0.17373012872295346,0.6292005285012298,-0.3230553291137416,0.01426834719521662,46.17628087346648,1.7520532133706495,0.0014597780707013008,36.95277393205989,1.7806901931762695,1.7059897184371948,1.7806901931762695,1.7059897184371948,1.7806901931762695,0,0,0,-1.0,0,0,1.7381027936935425,1.7437094449996948,0.0,0,1.7966868877410889,1.7825946807861328,1.7437094449996948,1.7381027936935425,0,1,0,0,1.7659108638763428,1.756604790687561,1.7530940771102903,1.7455966472625732,1.7659108638763428,1.756604790687561,1.7530940771102903,1.7455966472625732,0,0,0,0,10.0,1.0,0.36697077874928685,0,1,1,0,0,1,1.7392037709554036,1.7441029946009314,1.732810894648234,1.750495870908101,1.727911671002706,1.7392037709554036,1.743517353137334,1.7348901887734731,1.7461822887261707,1.7322252531846365,45.0,1.7520532133706495,1.790778275244467,-1,423.3693127693804,424.21605139491913,422.5225741438416,423.3693127693804,10000.0,55.02541663879082,434.5410349934588,-1,-0.5688050016834627,0,10.0,10.0,10.0,10.0,0.0,1.9174038619596458e-76,-6.8729471285913476e-304,2.396754827449557e-76,2.396754827449557e-76,8.85667393093167e-77,1.9174038619596458e-76,-6.8729471285913476e-304,4,12,0,0,0,1,0,0,0,0.0
2005-12-26,1.7340940237045288,1.7359001636505127,1.7316017150878906,1.7306127548217771,0,0.013662091323307615,-0.1178053468317625,0.3146259573956214,-0.2548122977931366,0.013662091323307615,44.45599309266962,1.7512124110746152,-0.00018100303978596521,36.477757391013206,1.7806901931762695,1.7059897184371948,1.7806901931762695,1.7059897184371948,1.7806901931762695,0,0,0,-1.0,0,0,1.7381027936935425,1.7437094449996948,0.0,0,1.7966868877410889,1.7825946807861328,1.7437094449996948,1.7381027936935425,0,0,0,0,1.7659108638763428,1.756604790687561,1.7530940771102903,1.7455966472625732,1.7659108638763428,1.756604790687561,1.7530940771102903,1.7455966472625732,0,0,0,0,10.0,1.0,0.3296235595635693,0,1,1,0,0,1,1.7349347670873005,1.738657514254252,1.7296798626581826,1.7439124186833699,1.7259571154912312,1.7349347670873005,1.738364229996999,1.731505304177602,1.7404829557736714,1.7293865784009297,25.0,1.7512124110746152,1.790179613349714,-1,423.3693127693804,424.21605139491913,422.5225741438416,423.3693127693804,10000.0,56.23254430983415,434.10292823957343,-1,-0.6157177750216717,0,10.0,10.0,10.0,10.0,0.0,2.7908712107790796e-87,-1.0003896755e-314,3.4885890134738498e-87,3.4885890134738498e-87,1.272559036704532e-87,2.7908712107790796e-87,-1.0003896755e-314,0,12,0,0,0,1,0,0,0,0.0
2005-12-27,1.7309123277664185,1.7384047508239746,1.726787567138672,1.730014085769653,0,0.013570291655404243,-0.025491637040813114,0.8560747241328507,-0.06619179746277909,0.013570291655404243,47.5145782130474,1.7503811041999109,-0.0015122096685160624,36.28650466826546,1.7806901931762695,1.7059897184371948,1.7806901931762695,1.7059897184371948,1.7806901931762695,0,0,0,-1.0,0,0,1.7381027936935425,1.7437094449996948,0.0,0,1.7966868877410889,1.7825946807861328,1.7437094449996948,1.7381027936935425,0,1,0,0,1.7659108638763428,1.756604790687561,1.7530940771102903,1.7455966472625732,1.7659108638763428,1.756604790687561,1.7530940771102903,1.7455966472625732,0,0,0,0,10.0,1.0,0.3216092992229872,0,1,1,0,0,1,1.7327048778533936,1.7338080406188965,1.7295095920562744,1.7370033264160156,1.7284064292907715,1.7327048778533936,1.7343468852043151,1.731062870502472,1.735361319065094,1.730048436641693,45.0,1.7503811041999109,1.7895809513837433,-1,419.4880232630521,420.32699930957824,418.649047216526,419.4880232630521,10000.0,54.84979378983494,433.5297947110824,-1,-0.6792055860421891,0,10.0,10.0,10.0,10.0,0.0,6.811987334195001e-91,-2.44176e-318,8.514984167743752e-91,8.514984167743752e-91,3.089790127530401e-91,6.811987334195001e-91,-2.44176e-318,1,12,0,0,0,1,0,0,0,0.0
2005-12-28,1.7298043966293335,1.7407046556472778,1.7140016555786133,1.719690442085266,0,0.013913963522229875,-0.4288767538263263,1.9191512199958018,-0.7268924147967527,0.013913963522229875,32.99919236068199,1.749177548822866,-0.0033614831938426626,36.23526357826192,1.7806901931762695,1.7140016555786133,1.7806901931762695,1.7140016555786133,1.7806901931762695,0,0,0,-1.0,0,0,1.7381027936935425,1.7437094449996948,0.0,0,1.7966868877410889,1.7825946807861328,1.7437094449996948,1.7381027936935425,0,1,0,0,1.7659108638763428,1.756604790687561,1.7530940771102903,1.7455966472625732,1.7659108638763428,1.756604790687561,1.7530940771102903,1.7455966472625732,0,0,0,0,10.0,1.0,0.08530381249284646,0,1,0,0,0,1,1.7317354679107666,1.736683368682861,1.7250661849975586,1.7433526515960691,1.720118284225464,1.7317354679107666,1.7361732320785521,1.727297703742981,1.7389148874282836,1.7245560483932496,30.0,1.749177548822866,1.7888855234305248,-1,413.753207852571,414.58071426827615,412.9257014368658,413.753207852571,10000.0,51.9076706675301,432.7542422852584,-1,-0.5991359786791302,0,10.0,10.0,10.0,10.0,0.0,1.6630827461591963e-94,-6e-322,2.0788534326989953e-94,2.0788534326989953e-94,7.532780207442268e-95,1.6630827461591963e-94,-6e-322,2,12,0,0,0,1,0,0,0,0.0
2005-12-29,1.719512939453125,1.7278021574020386,1.717504858970642,1.7252088785171509,0,0.013948134013584681,0.2300645238606592,0.7382563446384661,0.40836566801540347,0.013948134013584681,34.67307525869842,1.74823760096774,-0.004331819565912776,36.411238890946265,1.7806901931762695,1.7140016555786133,1.7806901931762695,1.7140016555786133,1.7806901931762695,0,0,0,-1.0,0,0,1.7381027936935425,1.7437094449996948,0.0,0,1.7966868877410889,1.7825946807861328,1.7437094449996948,1.7381027936935425,0,0,0,0,1.7659108638763428,1.756604790687561,1.7530940771102903,1.7455966472625732,1.7659108638763428,1.756604790687561,1.7530940771102903,1.7455966472625732,0,0,0,0,9.0,1.0,0.1680532118750715,0,1,0,0,0,1,1.7247989177703857,1.7355961799621582,1.7088931798934937,1.7515019178390503,1.6980959177017212,1.7247989177703857,1.7349994637966155,1.714598371744156,1.7413013718128205,1.708296463727951,10.0,1.74823760096774,1.7882519249736755,-1,412.1522030524986,412.9765074586036,411.3278986463936,412.1522030524986,10000.0,56.1068789037133,431.94631917809136,-1,-0.5239502472364307,0,10.0,10.0,10.0,10.0,0.0,4.0602606106811553e-98,0.0,5.075325763351444e-98,5.075325763351444e-98,1.8479889881876365e-98,4.0602606106811553e-98,0.0,3,12,0,0,0,1,0,0,0,0.0
2005-12-30,1.7252088785171509,1.72950541973114,1.7175933122634888,1.7206965684890747,0,0.01295749630246842,-0.20185343905742112,0.9193216953017284,-0.3482393452210803,0.01295749630246842,17.49466875842124,1.7471575604783807,-0.005402645505633297,37.29345740370955,1.7806901931762695,1.7140016555786133,1.7806901931762695,1.7140016555786133,1.7806901931762695,0,0,0,-1.0,0,0,1.7381027936935425,1.7437094449996948,0.0,0,1.7966868877410889,1.7825946807861328,1.7437094449996948,1.7381027936935425,0,0,0,0,1.7659108638763428,1.756604790687561,1.7530940771102903,1.7455966472625732,1.7659108638763428,1.756604790687561,1.7530940771102903,1.7455966472625732,0,0,0,0,9.0,1.0,0.10039075906646837,0,1,0,0,0,1,1.7235052982966106,1.729505737622579,1.7192084391911826,1.733802596728007,1.713207999865214,1.7235052982966106,1.727438866297404,1.7195717302958171,1.7298690287272136,1.7171415678660076,10.0,1.7471575604783807,1.7875797323718388,-1,411.03019381613046,411.8522542037627,410.20813342849823,411.03019381613046,10000.0,55.95990137048686,431.1260789678184,-1,-0.4161142715359845,0,10.0,10.0,10.0,10.0,0.0,9.912745631545755e-102,0.0,1.2390932039432192e-101,1.2390932039432192e-101,4.621006962048245e-102,9.912745631545755e-102,0.0,4,12,0,0,0,1,0,0,0,0.0
2006-01-02,1.7217037677764893,1.7252088785171509,1.71918785572052,1.71918785572052,0,0.012510580675942542,-0.07008495606459633,0.48127444701340677,-0.20110274024348518,0.012510580675942542,18.147713915788273,1.7460607093114058,-0.006300396243297035,38.361022136920475,1.7806901931762695,1.7140016555786133,1.7806901931762695,1.7140016555786133,1.7806901931762695,0,0,0,-1.0,0,0,1.7381027936935425,1.7437094449996948,0.0,0,1.7966868877410889,1.7825946807861328,1.7437094449996948,1.7381027936935425,0,0,0,0,1.7659108638763428,1.756604790687561,1.7530940771102903,1.7455966472625732,1.7659108638763428,1.756604790687561,1.7530940771102903,1.7455966472625732,0,0,0,0,9.0,1.0,0.07776748941768677,0,1,0,0,0,1,1.7225984334945679,1.727603554725647,1.7156914472579958,1.734510540962219,1.7106863260269167,1.7225984334945679,1.7271488585472106,1.7180480084419252,1.7299601159095763,1.7152367510795594,10.0,1.7460607093114058,1.7868992161862536,-1,411.03019381613046,411.8522542037627,410.20813342849823,411.03019381613046,10000.0,50.97763699778703,430.3380050403012,-1,-0.3059253356381088,0,10.0,10.0,10.0,10.0,0.0,1.4428465985555307e-112,0.0,1.8035582481944135e-112,1.8035582481944135e-112,6.918633788421141e-113,1.4428465985555307e-112,0.0,0,1,0,0,0,1,0,0,0,0.0
2006-01-03,1.7190104722976685,1.7488938570022583,1.7190104722976685,1.7485880851745603,0,0.013794694628034303,1.239696269255977,2.166295486081965,2.1441295856439395,0.013794694628034303,39.44913533602273,1.7461598220903531,-0.004586645369141218,36.4027067804133,1.7806901931762695,1.7140016555786133,1.7806901931762695,1.7140016555786133,1.7806901931762695,0,0,0,-1.0,0,0,1.7381027936935425,1.7437094449996948,0.0,0,1.7966868877410889,1.7825946807861328,1.7437094449996948,1.7381027936935425,0,1,0,0,1.7659108638763428,1.756604790687561,1.7530940771102903,1.7455966472625732,1.7659108638763428,1.756604790687561,1.7530940771102903,1.7455966472625732,0,1,0,0,9.0,1.0,0.5186263013385163,1,0,0,0,1,0,1.721194863319397,1.723201870918274,1.717180848121643,1.7272158861160278,1.7151738405227661,1.721194863319397,1.72349489402771,1.718894832611084,1.7249158554077149,1.717473871231079,50.0,1.7461598220903531,1.7865180109025551,1,400.5136850165437,401.3147123865768,399.71265764651065,400.5136850165437,10000.0,25.877744672186992,429.1684238628989,-1,-0.28141605498573335,1,10.0,10.0,10.0,10.0,0.0,3.5217149098768046e-116,0.0,4.4021436373460056e-116,4.4021436373460056e-116,1.602499440355687e-116,3.5217149098768046e-116,0.0,1,1,0,0,0,1,0,0,0,0.0
2006-01-04,1.74770188331604,1.7610903978347778,1.7467858791351318,1.7573148012161257,0,0.013887328760964514,0.3593723114885892,1.0300410500725055,0.6922078439668211,0.013887328760964514,46.397781758757766,1.7465972722521481,-0.002495545309217473,32.744615758756645,1.7806901931762695,1.7140016555786133,1.7806901931762695,1.7140016555786133,1.7806901931762695,0,0,0,-1.0,0,0,1.7381027936935425,1.7437094449996948,0.0,0,1.7966868877410889,1.7825946807861328,1.7437094449996948,1.7381027936935425,0,0,1,0,1.7467858791351318,1.7252088785171509,1.7530940771102903,1.7455966472625732,1.7467858791351318,1.7252088785171509,1.7530940771102903,1.7455966472625732,1,1,0,0,9.0,1.0,0.6494841122297254,1,0,0,1,1,0,1.738830804824829,1.7586511373519897,1.7287677526474,1.768714189529419,1.7089474201202393,1.738830804824829,1.7502462577819824,1.7274153518676758,1.7572987365722657,1.7203628730773926,65.0,1.7465972722521481,1.7862274317016953,1,398.5548763579134,399.3519861106292,397.7577666051976,398.5548763579134,10000.0,21.328963245861857,427.9678925881936,-1,-0.28752181336455973,1,10.0,10.0,10.0,10.0,0.0,8.597936279339596e-120,0.0,1.0747420349174495e-119,1.0747420349174495e-119,3.5192014973156105e-120,8.597936279339596e-120,0.0,2,1,0,0,0,1,0,0,0,0.0
2006-01-05,1.7573148012161257,1.758798360824585,1.749199628829956,1.755309820175171,0,0.013815786157335539,-0.0825819437615273,0.694765530192607,-0.14512247208532975,0.013815786157335539,41.57976864039328,1.746938940798149,-0.0009887212961998681,28.32490913764496,1.7806901931762695,1.7140016555786133,1.7806901931762695,1.7140016555786133,1.7806901931762695,0,0,0,-1.0,0,0,1.7381027936935425,1.7437094449996948,0.0,0,1.7966868877410889,1.7825946807861328,1.7437094449996948,1.7381027936935425,0,0,0,0,1.7467858791351318,1.7252088785171509,1.7530940771102903,1.7455966472625732,1.7467858791351318,1.7252088785171509,1.7530940771102903,1.7455966472625732,0,1,0,0,9.0,1.0,0.6194192598100904,1,0,0,1,1,0,1.7550636927286785,1.763341506322225,1.749036987622579,1.7693682114283245,1.7407591740290325,1.7550636927286785,1.7605280188719432,1.7495993665854137,1.7639038852850597,1.7462235001722972,45.0,1.746938940798149,1.7859197937760585,1,404.72969266929545,405.539152054634,403.92023328395686,404.72969266929545,10000.0,31.314840755974572,427.05659063058977,-1,-0.2729373114811504,1,10.0,10.0,10.0,10.0,0.0,2.0991055369176052e-123,0.0,2.6238819211470065e-123,2.6238819211470065e-123,7.432121700439825e-124,2.0991055369176052e-123,0.0,3,1,0,0,0,1,0,0,0,0.0
