time,open,high,low,close,tick_volume,spread,real_volume
2026-04-02 06:15:00,4689.9,4699.25,4688.02,4691.46,5016,4,0
2026-04-02 06:30:00,4691.46,4692.56,4683.33,4685.65,4199,4,0
2026-04-02 06:45:00,4685.65,4687.45,4675.56,4676.11,3564,4,0
2026-04-02 07:00:00,4676.11,4681.39,4664.53,4668.28,4340,4,0
2026-04-02 07:15:00,4668.28,4672.32,4662.17,4666.21,3664,4,0
2026-04-02 07:30:00,4666.21,4669.69,4658.3,4661.87,4041,4,0
2026-04-02 07:45:00,4661.87,4673.08,4657.13,4672.56,3383,4,0
2026-04-02 08:00:00,4672.58,4675.25,4666.26,4670.26,3404,4,0
2026-04-02 08:15:00,4670.26,4680.42,4669.44,4677.2,3869,4,0
2026-04-02 08:30:00,4677.2,4679.25,4628.97,4634.05,8255,4,0
2026-04-02 08:45:00,4634.05,4635.27,4586.23,4594.16,9694,4,0
2026-04-02 09:00:00,4594.16,4596.66,4553.84,4580.65,9366,4,0
2026-04-02 09:15:00,4580.65,4598.7,4574.13,4591.22,6931,4,0
2026-04-02 09:30:00,4591.22,4598.44,4581.6,4588.37,6618,4,0
2026-04-02 09:45:00,4588.38,4608.66,4584.09,4599.22,6730,4,0
2026-04-02 10:00:00,4599.21,4622.13,4597.27,4621.08,5992,4,0
2026-04-02 10:15:00,4621.07,4627.32,4617.76,4620.68,5636,4,0
2026-04-02 10:30:00,4620.67,4641.57,4619.4,4637.44,5369,4,0
2026-04-02 10:45:00,4637.31,4651.0,4636.15,4642.77,4833,4,0
2026-04-02 11:00:00,4642.77,4648.87,4629.0,4641.1,5904,4,0
2026-04-02 11:15:00,4641.1,4644.85,4631.46,4634.39,4769,4,0
2026-04-02 11:30:00,4634.39,4643.75,4630.56,4630.62,5052,4,0
2026-04-02 11:45:00,4630.62,4634.46,4617.26,4620.8,4834,4,0
2026-04-02 12:00:00,4620.8,4625.32,4613.24,4623.79,4252,4,0
2026-04-02 12:15:00,4623.79,4631.85,4617.22,4621.04,4436,4,0
2026-04-02 12:30:00,4621.03,4625.42,4615.44,4621.53,4063,4,0
2026-04-02 12:45:00,4621.53,4628.39,4617.79,4621.83,4377,4,0
2026-04-02 13:00:00,4621.83,4634.98,4618.48,4625.18,4426,4,0
2026-04-02 13:15:00,4625.18,4626.92,4604.12,4618.62,4489,4,0
2026-04-02 13:30:00,4618.62,4631.4,4613.61,4624.58,4392,4,0
2026-04-02 13:45:00,4624.56,4629.67,4619.74,4620.53,4323,4,0
2026-04-02 14:00:00,4620.25,4629.88,4616.71,4627.55,4510,4,0
2026-04-02 14:15:00,4627.55,4630.64,4614.11,4614.83,4351,4,0
