time,open,high,low,close,tick_volume,spread,real_volume
2026-03-30 11:15:00,4533.95,4536.02,4525.94,4528.87,4465,4,0
2026-03-30 11:30:00,4528.87,4538.18,4528.62,4532.94,3896,4,0
2026-03-30 11:45:00,4532.94,4540.57,4532.7,4538.32,4221,4,0
2026-03-30 12:00:00,4538.32,4540.78,4527.98,4529.58,4280,4,0
2026-03-30 12:15:00,4529.56,4536.66,4523.6,4527.72,4846,4,0
2026-03-30 12:30:00,4527.72,4538.18,4523.78,4537.27,4695,4,0
2026-03-30 12:45:00,4537.29,4538.56,4528.8,4532.39,3962,4,0
2026-03-30 13:00:00,4532.64,4536.49,4529.33,4533.0,3740,4,0
2026-03-30 13:15:00,4533.0,4540.09,4527.78,4531.35,4007,4,0
2026-03-30 13:30:00,4531.36,4534.14,4528.21,4533.42,3475,4,0
2026-03-30 13:45:00,4533.42,4535.61,4528.67,4532.36,3690,4,0
2026-03-30 14:00:00,4532.35,4540.65,4525.44,4538.57,4701,4,0
2026-03-30 14:15:00,4538.57,4547.84,4535.06,4543.47,5818,4,0
2026-03-30 14:30:00,4543.69,4565.91,4538.64,4565.91,7643,4,0
2026-03-30 14:45:00,4565.91,4580.6,4556.08,4559.55,7189,4,0
2026-03-30 15:00:00,4559.55,4561.35,4545.39,4556.43,5852,4,0
2026-03-30 15:15:00,4556.43,4568.26,4555.92,4566.11,5440,4,0
2026-03-30 15:30:00,4566.11,4577.99,4564.39,4573.95,5254,4,0
2026-03-30 15:45:00,4573.95,4574.21,4563.79,4569.39,5190,4,0
2026-03-30 16:00:00,4569.39,4578.73,4561.43,4565.81,7015,4,0
2026-03-30 16:15:00,4565.81,4571.34,4559.04,4567.47,6084,4,0
2026-03-30 16:30:00,4567.51,4573.81,4543.08,4544.2,9864,4,0
2026-03-30 16:45:00,4544.19,4547.9,4516.69,4523.17,10560,4,0
2026-03-30 17:00:00,4523.17,4535.69,4517.9,4533.65,9293,4,0
2026-03-30 17:15:00,4533.65,4534.64,4512.29,4518.92,9069,4,0
2026-03-30 17:30:00,4518.92,4533.63,4517.34,4522.75,8600,4,0
2026-03-30 17:45:00,4522.75,4541.45,4521.24,4538.6,8720,4,0
2026-03-30 18:00:00,4538.6,4543.49,4532.18,4532.76,7066,4,0
2026-03-30 18:15:00,4532.76,4533.99,4524.82,4531.51,6870,4,0
2026-03-30 18:30:00,4531.51,4553.86,4527.51,4551.8,6088,4,0
2026-03-30 18:45:00,4551.8,4556.82,4545.32,4548.31,6494,4,0
2026-03-30 19:00:00,4548.31,4549.7,4538.01,4544.42,6374,4,0
2026-03-30 19:15:00,4544.42,4548.89,4536.65,4536.87,5697,4,0
2026-03-30 19:30:00,4536.87,4548.35,4532.32,4548.23,5066,4,0
