time,open,high,low,close,tick_volume,atr,rsi,ema50,macd,adx,swing_high,swing_low,last_swing_high,last_swing_low,prev_swing_high,structure,bos_bullish,bos_bearish,trend,ob_bullish,ob_bearish,ob_bottom,ob_top,ob_strength,ob_mitigated,active_ob_bull_top,active_ob_bull_bot,active_ob_bear_top,active_ob_bear_bot,inside_ob_bull,inside_ob_bear,fvg_bullish,fvg_bearish,fvg_bull_top,fvg_bull_bot,fvg_bear_top,fvg_bear_bot,active_fvg_bull_top,active_fvg_bull_bot,active_fvg_bear_top,active_fvg_bear_bot,inside_fvg_bull,inside_fvg_bear,sweep_liquidity_high,sweep_liquidity_low,fvg_density,ob_density,range_position,in_premium,in_discount,in_ote_bull,in_ote_bear,is_in_premium,is_in_discount,P_traditional,R1_traditional,S1_traditional,R2_traditional,S2_traditional,P_fibonacci,R1_fibonacci,S1_fibonacci,R2_fibonacci,S2_fibonacci,confluence_score,gold_ema_50,gold_ema_200,gold_trend,dxy_open,dxy_high,dxy_low,dxy_close,dxy_volume,dxy_rsi,dxy_ema_50,dxy_trend,gold_dxy_corr,inverse_confluence,csm_USD,csm_base,csm_quote,csm_diff,news_impact_USD,news_impact_net,news_sentiment,news_impact_score,news_impact_base,news_impact_quote,day_of_week,month,dxy_corr_30d
2025-11-12 04:45:00,4125.15,4126.25,4119.03,4123.97,1407,6.510714285714324,32.68398268398384,4129.050958659861,0.6583391261219731,36.07860346263814,4145.39,4097.16,4145.39,4097.16,4145.39,0,0,0,-1.0,0,0,4123.19,4133.46,0.0,0,4098.06,4094.01,4133.46,4123.19,0,1,0,1,4141.53,4139.3,4131.03,4126.25,4141.53,4139.3,4131.03,4126.25,0,1,0,0,10.0,1.0,0.5558780841799739,1,0,0,0,1,0,4125.900000000001,4130.960000000001,4120.190000000001,4136.67,4115.130000000001,4125.900000000001,4130.01414,4121.785860000001,4132.55586,4119.244140000001,50.0,4129.050958659861,4101.978816161513,-1,44.42865822503379,44.51751554148386,44.339800908583726,44.42865822503379,10000.0,50.0,45.144994334416246,-1,-0.7119180052760327,0,3.257951291044364,5.0,3.257951291044364,1.742048708955636,-4.055241815904164e-06,5.6773385422658295e-06,5.6773385422658295e-06,2.048304459895609e-06,-4.055241815904164e-06,-4.055241815904164e-06,2,11,0.0
2025-11-12 05:00:00,4123.92,4125.26,4116.81,4122.88,1383,6.5764285714286155,22.700691121745038,4128.808960281043,-0.050125190898143046,35.73134079986452,4145.39,4097.16,4145.39,4097.16,4145.39,0,0,0,-1.0,0,0,4123.19,4133.46,0.0,0,4098.06,4094.01,4133.46,4123.19,0,1,0,0,4141.53,4139.3,4131.03,4126.25,4141.53,4139.3,4131.03,4126.25,0,0,0,0,10.0,1.0,0.5332780427120051,1,0,0,0,1,0,4123.083333333333,4127.136666666666,4119.916666666666,4130.303333333333,4115.863333333333,4123.083333333333,4125.841373333333,4120.325293333333,4127.545293333334,4118.6213733333325,30.0,4128.808960281043,4102.186788140006,-1,44.42865822503379,44.51751554148386,44.339800908583726,44.42865822503379,10000.0,50.0,45.1169027222836,-1,-0.6619229152379079,0,3.1983228111375586,5.0,3.1983228111375586,1.8016771888624414,-3.6907233501953803e-06,5.167012690273532e-06,5.167012690273532e-06,1.846242913533884e-06,-3.6907233501953803e-06,-3.6907233501953803e-06,2,11,0.0
2025-11-12 05:15:00,4122.93,4123.72,4119.29,4119.41,1271,6.670000000000073,21.17530374411234,4128.4403736033555,-0.8814277163019142,35.79180818046212,4145.39,4097.16,4145.39,4097.16,4145.39,0,0,0,-1.0,0,0,4123.19,4133.46,0.0,0,4098.06,4094.01,4133.46,4123.19,0,1,0,0,4141.53,4139.3,4131.03,4126.25,4141.53,4139.3,4131.03,4126.25,0,0,0,0,10.0,1.0,0.4613311217084757,0,1,0,0,0,1,4121.650000000001,4126.490000000001,4118.040000000001,4130.1,4113.200000000001,4121.650000000001,4124.8779,4118.422100000001,4126.8721000000005,4116.427900000001,30.0,4128.4403736033555,4102.358163382394,-1,44.42865822503379,44.51751554148386,44.339800908583726,44.42865822503379,10000.0,50.0,45.08991274199929,-1,-0.5832346159077441,0,2.865822358449146,5.0,2.865822358449146,2.134177641550854,-3.3612416744785633e-06,4.705738344269988e-06,4.705738344269988e-06,1.6842688416555682e-06,-3.3612416744785633e-06,-3.3612416744785633e-06,2,11,0.0
2025-11-12 05:30:00,4119.38,4121.61,4117.95,4120.34,1047,6.474285714285737,20.82191780821988,4128.12271189342,-1.448500319210325,37.09356581645704,4145.39,4097.16,4145.39,4097.16,4145.39,0,0,0,-1.0,0,0,4123.19,4133.46,0.0,0,4098.06,4094.01,4133.46,4123.19,0,0,0,0,4141.53,4139.3,4131.03,4126.25,4141.53,4139.3,4131.03,4126.25,0,0,0,0,10.0,1.0,0.4806137258967461,0,1,0,0,0,1,4120.806666666666,4122.323333333333,4117.8933333333325,4125.236666666667,4116.376666666666,4120.806666666666,4122.498926666666,4119.114406666667,4123.544406666667,4118.068926666666,10.0,4128.12271189342,4102.537087129833,-1,44.42865822503379,44.51751554148386,44.339800908583726,44.42865822503379,10000.0,50.0,45.06398119231437,-1,-0.497007977485358,0,3.1283657305002945,5.0,3.1283657305002945,1.8716342694997055,-3.063045560383736e-06,4.28826378453723e-06,4.28826378453723e-06,1.5906699493006086e-06,-3.063045560383736e-06,-3.063045560383736e-06,2,11,0.0
2025-11-12 05:45:00,4120.38,4121.4,4111.87,4111.95,1297,6.81285714285715,18.005599827698404,4127.4884878976,-2.545568594204269,38.73534907655712,4145.39,4097.16,4145.39,4097.16,4145.39,0,0,0,-1.0,0,0,4123.19,4133.46,0.0,0,4098.06,4094.01,4133.46,4123.19,0,0,0,0,4141.53,4139.3,4131.03,4126.25,4141.53,4139.3,4131.03,4126.25,0,0,0,0,10.0,1.0,0.3066556085423972,0,1,1,0,0,1,4119.966666666666,4121.983333333333,4118.323333333333,4123.626666666666,4116.306666666666,4119.966666666666,4121.364786666666,4118.568546666666,4122.228546666666,4117.704786666666,25.0,4127.4884878976,4102.630747954411,-1,44.42865822503379,44.51751554148386,44.339800908583726,44.42865822503379,10000.0,50.0,45.0390665661465,-1,-0.3561390345345084,0,3.334430314185337,5.0,3.334430314185337,1.665569685814663,0.11190560298210168,-0.15666784417494234,-0.15666784417494234,-0.06068583633188048,0.11190560298210168,0.11190560298210168,2,11,0.0
2025-11-12 06:00:00,4111.86,4113.21,4103.67,4109.96,1417,7.224999999999974,17.214300475306104,4126.801096215341,-3.534832130519135,40.83616770361364,4145.39,4097.16,4145.39,4097.16,4145.39,0,0,0,-1.0,0,0,4123.19,4133.46,0.0,0,4098.06,4094.01,4133.46,4123.19,0,0,0,1,4141.53,4139.3,4117.95,4113.21,4141.53,4139.3,4117.95,4113.21,0,1,0,0,10.0,1.0,0.26539498237611564,0,1,1,0,0,1,4115.073333333334,4118.276666666668,4108.746666666668,4124.6033333333335,4105.543333333334,4115.073333333334,4118.713793333333,4111.432873333334,4120.962873333334,4109.183793333334,45.0,4126.801096215341,4102.7036758354625,-1,44.42865822503379,44.51751554148386,44.339800908583726,44.42865822503379,10000.0,50.0,45.01512898414208,-1,-0.21951646879556416,0,3.5068408126872486,5.0,3.5068408126872486,1.4931591873127514,0.10208546128413654,-0.14291964579779115,-0.14291964579779115,-0.0583629062393966,0.10208546128413654,0.10208546128413654,2,11,0.0
2025-11-12 06:15:00,4109.95,4111.62,4105.02,4111.55,1227,6.912857142857059,24.013556039700916,4126.203014010818,-4.142775560617338,45.80947804831199,4145.39,4097.16,4145.39,4097.16,4145.39,0,0,0,-1.0,0,0,4123.19,4133.46,0.0,0,4098.06,4094.01,4133.46,4123.19,0,0,0,0,4141.53,4139.3,4117.95,4113.21,4141.53,4139.3,4117.95,4113.21,0,0,0,0,9.0,0.0,0.29836201534315127,0,1,1,0,0,1,4108.946666666667,4114.223333333333,4104.683333333333,4118.486666666667,4099.406666666667,4108.946666666667,4112.590946666667,4105.302386666666,4114.842386666666,4103.050946666667,25.0,4126.203014010818,4102.791698961478,-1,44.42865822503379,44.51751554148386,44.339800908583726,44.42865822503379,10000.0,50.0,44.99213013084371,-1,-0.12495284278420833,0,3.379884880860656,5.0,3.379884880860656,1.620115119139344,0.09316949507163984,-0.13043729310029575,-0.13043729310029575,-0.05975264314959235,0.09316949507163984,0.09316949507163984,2,11,0.0
2025-11-12 06:30:00,4111.56,4112.15,4105.84,4107.53,1275,6.684285714285644,18.840247536100463,4125.470738951571,-4.892557159007083,51.60232348313526,4145.39,4097.16,4145.39,4097.16,4145.39,0,0,0,-1.0,0,0,4123.19,4133.46,0.0,0,4098.06,4094.01,4133.46,4123.19,0,0,0,0,4141.53,4139.3,4117.95,4113.21,4141.53,4139.3,4117.95,4113.21,0,0,0,0,9.0,0.0,0.21501140369064461,0,1,1,0,0,1,4109.3966666666665,4113.773333333333,4107.173333333333,4115.996666666666,4102.796666666667,4109.3966666666665,4111.917866666667,4106.875466666666,4113.475466666666,4105.317866666667,25.0,4125.470738951571,4102.838846235493,-1,44.42865822503379,44.51751554148386,44.339800908583726,44.42865822503379,10000.0,50.0,44.97003319336097,-1,-0.04077854177499462,0,3.0906380504033484,5.0,3.0906380504033484,1.9093619495966516,0.08506741546270596,-0.11909438164778834,-0.11909438164778834,-0.06145546806813141,0.08506741546270596,0.08506741546270596,2,11,0.0
2025-11-12 06:45:00,4107.55,4112.15,4107.35,4110.36,1110,6.62499999999987,26.055175666117464,4124.87816095347,-5.198482261346726,57.79763709376659,4145.39,4097.16,4145.39,4097.16,4145.39,0,0,0,-1.0,0,0,4123.19,4133.46,0.0,0,4098.06,4094.01,4133.46,4123.19,0,0,0,0,4141.53,4139.3,4117.95,4113.21,4141.53,4139.3,4117.95,4113.21,0,0,0,0,9.0,0.0,0.2736885755753616,0,1,1,0,0,1,4108.506666666667,4111.173333333334,4104.863333333335,4114.816666666667,4102.196666666668,4108.506666666667,4110.917086666667,4106.096246666667,4112.406246666666,4104.607086666668,25.0,4124.87816095347,4102.913683586384,-1,44.42865822503379,44.51751554148386,44.339800908583726,44.42865822503379,10000.0,50.0,44.948802802446174,-1,-0.0008274129157707106,0,3.2104732667682976,5.0,3.2104732667682976,1.7895267332317024,0.07769911098929849,-0.10877875538501788,-0.10877875538501788,-0.06287155027254872,0.07769911098929849,0.07769911098929849,2,11,0.0
2025-11-12 07:00:00,4110.49,4110.91,4105.91,4107.95,1041,6.437857142857021,18.743984600578585,4124.2143115043145,-5.571175919745656,63.45294782539228,4145.39,4097.16,4145.39,4097.16,4145.39,0,0,0,-1.0,0,0,4123.19,4133.46,0.0,0,4098.06,4094.01,4133.46,4123.19,0,0,0,0,4141.53,4139.3,4117.95,4113.21,4141.53,4139.3,4117.95,4113.21,0,0,0,0,9.0,0.0,0.22371967654986227,0,1,1,0,0,1,4109.953333333334,4112.556666666667,4107.756666666668,4114.753333333333,4105.153333333335,4109.953333333334,4111.786933333334,4108.119733333334,4112.919733333333,4106.9869333333345,25.0,4124.2143115043145,4102.963796187514,-1,44.42865822503379,44.51751554148386,44.339800908583726,44.42865822503379,10000.0,50.0,44.92840497588098,-1,0.04410178196460906,0,3.0016706763309866,5.0,3.0016706763309866,1.9983293236690134,0.07099331226482805,-0.09939063717075927,-0.09939063717075927,-0.06306628914728683,0.07099331226482805,0.07099331226482805,2,11,0.0
2025-11-12 07:15:00,4107.93,4109.64,4105.09,4105.37,1093,6.392857142857013,18.62745098039356,4123.475318896302,-6.005495157297446,70.1685044401808,4145.39,4097.16,4145.39,4097.16,4145.39,0,0,0,-1.0,0,0,4123.19,4133.46,0.0,0,4098.06,4094.01,4133.46,4123.19,0,0,0,0,4141.53,4139.3,4117.95,4113.21,4141.53,4139.3,4117.95,4113.21,0,0,0,0,8.0,0.0,0.17022600041467875,0,1,0,0,0,1,4108.256666666667,4110.603333333334,4105.603333333334,4113.256666666667,4103.256666666667,4108.256666666667,4110.166666666667,4106.346666666667,4111.346666666667,4105.166666666667,10.0,4123.475318896302,4102.987738514007,-1,44.42865822503379,44.51751554148386,44.339800908583726,44.42865822503379,10000.0,50.0,44.90880706408305,-1,0.05704757214112543,0,2.9275874094173866,5.0,2.9275874094173866,2.0724125905826134,0.06488646153131898,-0.09084104614384657,-0.09084104614384657,-0.06374180349695167,0.06488646153131898,0.06488646153131898,2,11,0.0
2025-11-12 07:30:00,4105.36,4107.89,4099.01,4105.21,1427,6.6935714285713015,13.530601922104807,4122.7590318807615,-6.290098603728438,77.09479881861236,4145.39,4099.01,4145.39,4099.01,4145.39,0,0,0,-1.0,0,0,4123.19,4133.46,0.0,0,4098.06,4094.01,4133.46,4123.19,0,0,0,0,4141.53,4139.3,4117.95,4113.21,4141.53,4139.3,4117.95,4113.21,0,0,0,0,8.0,0.0,0.13367830961620966,0,1,0,0,0,1,4106.7,4108.3099999999995,4103.759999999999,4111.25,4102.15,4106.7,4108.4381,4104.961899999999,4109.5118999999995,4103.8881,10.0,4122.7590318807615,4103.009850568595,-1,44.42865822503379,44.51751554148386,44.339800908583726,44.42865822503379,10000.0,50.0,44.88997769784582,-1,0.05418800188080248,0,2.572361667183163,5.0,2.572361667183163,2.427638332816837,0.05932175101141524,-0.08305045141598133,-0.08305045141598133,-0.0640275784371002,0.05932175101141524,0.05932175101141524,2,11,0.0
2025-11-12 07:45:00,4105.18,4107.4,4102.22,4104.67,1296,6.77999999999981,14.217379750199882,4122.049658081516,-6.48447339960785,83.91756811117955,4145.39,4099.01,4145.39,4099.01,4145.39,0,0,0,-1.0,0,0,4123.19,4133.46,0.0,0,4098.06,4094.01,4133.46,4123.19,0,0,0,0,4141.53,4139.3,4117.95,4113.21,4141.53,4139.3,4117.95,4113.21,0,0,0,0,8.0,0.0,0.12203536006899184,0,1,0,0,0,1,4104.036666666667,4109.0633333333335,4100.183333333333,4112.916666666667,4095.1566666666668,4104.036666666667,4107.428826666667,4100.6445066666665,4109.524506666667,4098.548826666667,10.0,4122.049658081516,4103.02636946841,-1,44.42865822503379,44.51751554148386,44.339800908583726,44.42865822503379,10000.0,50.0,44.8718867381277,-1,0.04908012622893816,0,2.4420858872431483,5.0,2.4420858872431483,2.5579141127568517,0.05424830110103925,-0.07594762154145494,-0.07594762154145494,-0.06373339703587132,0.05424830110103925,0.05424830110103925,2,11,0.0
2025-11-12 08:00:00,4104.68,4109.58,4103.24,4106.06,1313,6.463571428571283,20.630547903276664,4121.422612666555,-6.45198102145514,87.33561534987673,4145.39,4099.01,4145.39,4099.01,4145.39,0,0,0,-1.0,0,0,4123.19,4133.46,0.0,0,4098.06,4094.01,4133.46,4123.19,0,0,0,0,4141.53,4139.3,4117.95,4113.21,4141.53,4139.3,4117.95,4113.21,0,0,0,0,8.0,0.0,0.15200517464424676,0,1,0,0,0,1,4104.763333333333,4107.306666666666,4102.126666666667,4109.943333333333,4099.583333333334,4104.763333333333,4106.742093333333,4102.784573333333,4107.964573333333,4101.562093333334,10.0,4121.422612666555,4103.056554846834,-1,44.42865822503379,44.51751554148386,44.339800908583726,44.42865822503379,10000.0,50.0,44.85450522781029,-1,0.029528015901249385,0,2.342960731049589,5.0,2.342960731049589,2.657039268950411,0.049620455010237756,-0.06946863701433285,-0.06946863701433285,-0.060670861611639836,0.049620455010237756,0.049620455010237756,2,11,0.0
2025-11-12 08:15:00,4106.15,4115.91,4106.06,4115.03,1334,6.651428571428369,38.924677898909344,4121.171921973749,-5.637441625222891,86.6255729458991,4145.39,4099.01,4145.39,4099.01,4145.39,0,0,0,-1.0,0,0,4123.19,4133.46,0.0,0,4098.06,4094.01,4133.46,4123.19,0,0,0,0,4141.53,4139.3,4117.95,4113.21,4141.53,4139.3,4117.95,4113.21,0,1,0,0,8.0,0.0,0.34540750323414166,0,1,1,0,0,1,4106.293333333334,4109.346666666668,4103.006666666668,4112.633333333334,4099.953333333334,4106.293333333334,4108.715213333334,4103.871453333334,4110.211453333334,4102.375213333334,45.0,4121.171921973749,4103.175693604577,-1,44.42865822503379,44.51751554148386,44.339800908583726,44.42865822503379,10000.0,50.0,44.83780534534847,-1,0.029528015901249385,0,2.3759229191429103,5.0,2.3759229191429103,2.6240770808570897,0.045397170853633255,-0.06355603919508655,-0.06355603919508655,-0.05505578309446392,0.045397170853633255,0.045397170853633255,2,11,0.0
2025-11-12 08:30:00,4115.07,4118.99,4112.03,4116.92,1343,6.5449999999998125,42.75996112730815,4121.005179935562,-4.784256153813658,83.20687888886538,4145.39,4099.01,4145.39,4099.01,4145.39,0,0,0,-1.0,0,0,4123.19,4133.46,0.0,0,4098.06,4094.01,4133.46,4123.19,0,0,1,0,4112.03,4109.58,4117.95,4113.21,4112.03,4109.58,4117.95,4113.21,1,1,0,0,9.0,0.0,0.3861578266494138,0,1,0,0,0,1,4112.333333333333,4118.606666666666,4108.756666666666,4122.1833333333325,4102.483333333334,4112.333333333333,4116.096033333333,4108.570633333333,4118.420633333332,4106.246033333334,50.0,4121.005179935562,4103.312452872193,-1,44.42865822503379,44.51751554148386,44.339800908583726,44.42865822503379,10000.0,50.0,44.82176036023809,-1,0.029528015901249385,0,2.1619700407926077,5.0,2.1619700407926077,2.8380299592073923,-0.06810868356678859,0.09535215699350402,0.09535215699350402,0.07933955378750567,-0.06810868356678859,-0.06810868356678859,2,11,0.0
